Exon	Cov_min_total	Cov_max_total	std_median	mean_median	median_median	mad
CUBN_17104329	1	1194	153.665488435084	622.364583333333	648.25	130.83945
CUBN_17105396	0	1124	117.962319965901	494.947916666667	503.5	117.49605
CUBN_17109567	4	1032	107.786143478946	441.65625	450.5	98.96355
CUBN_17110863	0	972	90.5925724571124	373.583333333333	379.25	86.7321
CUBN_17113936	4	1097	138.634065598985	576.072916666667	601.5	128.9862
CUBN_17115414	2	1094	120.066397115563	479.166666666667	479.75	94.51575
CUBN_17122725	0	1125	116.635467744563	491.947916666667	498	92.6625
CUBN_17123517	3	1116	109.065139602067	420.052083333333	438.25	95.25705
CUBN_17126659	2	1267	134.377023323048	540.166666666667	558.75	134.9166
CUBN_17127755	2	714	65.3490551015053	274.28125	271.75	41.5128
CUBN_17129065	2	1251	131.726701009572	488.708333333333	510	120.46125
CUBN_17129543	1	1474	129.214359188781	542.979166666667	568.75	112.6776
CYB5R3_42619482	1	1151	175.31700265074	689.291666666667	713.25	159.75015
CYB5R3_42623717	1	593	61.4861996567274	262.979166666667	266.75	54.48555
CYB5R3_42627225	1	1163	133.69521148668	541.125	553.25	136.02855
CYB5R3_42627525	1	857	108.010865538927	388.9375	402	111.56565
CYB5R3_42628095	4	1287	147.596830444524	587.510416666667	592.75	154.9317
CYB5R3_42630814	5	1327	141.761105360066	567.958333333333	566.5	139.3644
CYB5R3_42631294	3	560	63.3561283749218	255.28125	261	54.48555
CYB5R3_42636659	5	986	111.308608257237	439.739583333333	454.5	109.7124
CYB5R3_42649204	0	530	82.5506184709059	130.541666666667	123.75	101.92875
CYCS_25123340	1	755	79.9283339237707	321.1875	317.5	59.67465
CYCS_25123594	2	1312	132.743658942195	570.3125	575	111.195
CYCS_25125110	1	714	111.070610009135	435.145833333333	458.25	108.9711
CYP27A1_218781893	2	1508	184.89103287645	782.385416666667	831	134.54595
CYP27A1_218809486	2	974	134.216375532172	519.833333333333	533.5	154.56105
CYP27A1_218812132	1	1056	127.405958486951	543.34375	551.75	132.32205
CYP27A1_218813930	3	1246	142.824636047966	586.53125	592	143.0709
CYP27A1_218814290	4	1232	163.268428290403	690.177083333333	705.25	164.5686
CYP2C19_94762415	2	1131	161.447090777652	689.666666666667	700.5	157.52625
CYP2C19_94774968	1	1449	182.37269921356	738.916666666667	749.5	165.3099
CYP2C19_94780358	1	1105	144.418998315554	521.4375	525.75	135.28725
CYP2C19_94781738	0	1106	111.572357000429	389.197916666667	373.75	110.4537
CYP2C19_94820384	2	1345	122.764282420094	512.322916666667	527.25	104.5233
CYP2C19_94842749	3	1054	143.045381862411	595.447916666667	612	126.021
CYP2C19_94849827	1	1331	116.616648979247	502.1875	512.5	96.73965
CYP2C19_94852672	0	1010	148.610747442166	619.375	636	145.2948
CYP2C9_94938392	1	1229	163.913503180253	715.291666666667	724	150.85455
CYP2C9_94941757	0	1486	171.360201638752	710.104166666667	710	181.98915
CYP2C9_94947638	1	1306	161.987448278633	562.802083333333	559	170.86965
CYP2C9_94949026	0	1043	124.2395052969	426.635416666667	422.25	96.73965
CYP2C9_94971992	1	1302	133.77906657053	547.208333333333	551.75	103.0407
CYP2C9_94981092	0	981	132.619596349834	546.572916666667	558.25	118.608
CYP2C9_94985942	2	1411	132.481993540966	538.739583333333	547.5	126.021
CYP2C9_94988746	1	1153	146.047272279383	604.864583333333	620.75	128.2449
CYP7A1_58491184	0	1417	153.581546924919	643.53125	663	145.66545
CYP7A1_58492262	0	1015	118.88549334331	480.489583333333	502.25	106.0059
CYP7A1_58494451	2	1169	117.291324810859	497.645833333333	506	106.7472
CYP7A1_58496514	3	1473	182.869500797176	751.21875	780.25	183.47175
CYP7A1_58498138	1	1265	178.084487429761	704.145833333333	736.25	150.85455
CYP7A1_58499928	1	1229	121.285555856405	488.510416666667	493.25	113.4189
DGKE_56843929	0	648	72.6678510623108	279.479166666667	275	53.00295
DGKE_56845629	1	564	67.1352825701966	242.364583333333	256.25	53.3736
DGKE_56847831	0	1033	86.8780013767982	354.239583333333	362	74.13
DGKE_56848605	0	913	100.533628838724	417.739583333333	444.5	87.84405
DGKE_56849085	1	669	66.1259066288113	265.364583333333	254.25	48.55515
DGKE_56856448	0	962	100.388142449711	402.947916666667	412.25	100.8168
DGKE_56858509	0	662	74.2984736522678	252.802083333333	243.25	67.4583
DGKE_56861734	1	804	89.1835877428971	368.604166666667	376.75	85.2495
DGKE_56862074	5	841	89.4623859854278	364.802083333333	378.75	84.87885
DGKE_56862522	0	1125	137.533000150215	600.40625	622	115.6428
DHFR_80628786	1	962	69.6184892291781	275.25	270.75	60.7866
DHFR_80633813	1	1044	113.825695237396	437.34375	475.25	81.543
DHFR_80637826	2	729	72.464755892994	291.885416666667	299.25	61.5279
DHFR_80649321	2	1066	99.5261106328135	412.427083333333	413	78.94845
DHFR_80653946	2	1067	113.793224485598	477.96875	497	104.89395
DHFR_80654264	0	1058	106.601631326253	350.583333333333	370.25	107.85915
DKC1_154762676	1	1306	177.800628194967	448.145833333333	478.75	222.39
DKC1_154764811	0	1259	198.077951547325	466.385416666667	489.5	252.7833
DKC1_154765367	2	1310	175.968374100321	424.09375	439.25	224.6139
DKC1_154765831	3	1078	147.615131170062	364.833333333333	380	200.151
DKC1_154766125	1	1207	219.228674603978	527.21875	549.5	257.2311
DKC1_154766909	0	1225	185.103464155525	450.677083333333	480	196.4445
DKC1_154767199	2	1313	199.111703909803	496.614583333333	511.25	244.99965
DKC1_154768247	1	1122	180.386604316518	430.364583333333	443.5	217.2009
DKC1_154769076	0	1288	178.016740773354	434.947916666667	443.5	236.84535
DKC1_154770699	1	1266	182.307013234456	443.9375	442.5	241.6638
DKC1_154773070	2	949	132.68468620385	315.114583333333	335	153.81975
DKC1_154774533	4	1386	206.371407422197	507.791666666667	548.75	252.7833
DKC1_154776135	2	1082	168.233215456406	411.260416666667	438.5	212.0118
DKC1_154776649	1	1055	200.931699245104	492.489583333333	505.75	283.1766
DNAAF1_84148953	1	1212	128.28768948018	529.135416666667	534.5	135.6579
DNAAF1_84150176	3	1248	134.573991288085	537.854166666667	549.5	122.68515
DNAAF1_84154487	1	1508	208.76655001919	812.46875	845	179.02395
DNAAF1_84155493	0	758	102.851981710825	407.791666666667	417.5	109.34175
DNAAF1_84159615	0	809	82.2950468378417	343.8125	357.25	71.1648
DNAAF1_84165693	0	1034	112.681358939632	423.333333333333	428.5	124.16775
DNAAF1_84169738	1	1429	197.337668946165	788.1875	792	217.57155
DNAAF1_84172197	1	1285	136.467788638905	558.572916666667	566.25	130.09815
DNAAF1_84174574	3	864	100.041130171864	384.96875	396.25	88.2147
DNAAF1_84175843	5	1124	140.22448717709	555.114583333333	558.25	131.58075
DNAAF1_84177629	2	1239	160.45326836742	654.0625	668.25	161.23275
DNAAF11_132572015	3	1164	101.615075998657	459.6875	466.5	78.94845
DNAAF11_132583615	2	624	71.3443656234021	258.635416666667	257.75	76.72455
DNAAF11_132610092	2	1302	139.124757459979	571.9375	579	118.608
DNAAF11_132611208	2	1134	117.350591122082	442.34375	447.25	112.6776
DNAAF11_132614946	1	916	87.8649172509178	325.78125	331.75	87.4734
DNAAF11_132622529	0	1183	131.579914217006	502.802083333333	539.5	114.1602
DNAAF11_132625181	0	1133	136.495566897982	535.697916666667	541.25	139.3644
DNAAF11_132632650	0	1332	149.98074196707	600.520833333333	624.5	142.70025
DNAAF11_132637845	3	1102	133.742348740521	564.322916666667	592.25	120.8319
DNAAF11_132656747	1	655	75.1259905116372	229.479166666667	213.75	60.41595
DNAAF11_132661369	4	1225	139.500990981889	534.510416666667	534.25	126.021
DNAAF11_132675393	1	1343	167.362261762424	630.21875	642.5	171.61095
DNAAF2_49625192	0	1127	150.510920278985	438.322916666667	403.75	106.37655
DNAAF2_49627922	0	1114	111.553200662348	439.104166666667	443.25	104.5233
DNAAF2_49633196	2	1366	186.878320435882	691.9375	719	159.3795
DNAAF3_55158771	0	1375	178.727483021098	702.114583333333	709.5	201.26295
DNAAF3_55159835	6	840	93.4921341317201	317.385416666667	330.5	108.60045
DNAAF3_55160587	5	956	106.184502131468	437.895833333333	439.5	103.0407
DNAAF3_55161005	2	1037	117.882006440236	487.135416666667	493.5	143.0709
DNAAF3_55161553	0	1094	138.781107544111	539.53125	581	110.82435
DNAAF3_55162043	4	1238	165.880873206481	670.0625	716.5	108.2298
DNAAF3_55165295	0	622	73.5817854125839	281.447916666667	296.25	58.5627
DNAAF3_55165767	2	1103	129.222001988331	508.1875	512.25	127.13295
DNAAF3_55166239	2	1053	166.761215756763	597.489583333333	617.5	186.8076
DNAAF4_55508031	1	734	105.11730824611	431.270833333333	442.75	86.7321
DNAAF4-CCPG1_55430369	0	1041	120.033317164902	436.135416666667	415.5	105.63525
DNAAF4-CCPG1_55432429	1	1262	131.208803058331	494.625	517.25	124.16775
DNAAF4-CCPG1_55434815	3	1102	104.002940301282	422.177083333333	418.75	75.98325
DNAAF4-CCPG1_55439405	1	1034	117.338556189417	462.90625	477.5	118.608
DNAAF4-CCPG1_55450132	0	1209	114.390039413496	462.4375	467.25	100.8168
DNAAF4-CCPG1_55466839	0	1498	174.075480579057	470.09375	425	137.51115
DNAAF4-CCPG1_55491069	0	998	109.46716329761	433.4375	452	104.15265
DNAAF4-CCPG1_55497621	2	957	96.0937452069998	381.302083333333	392	84.87885
DNAAF4-CCPG1_55498107	3	1307	143.735270599058	590.541666666667	634	118.97865
DNAAF5_729573	5	1253	135.201148739822	557.854166666667	583	134.1753
DNAAF5_740760	5	986	125.885592953673	492.34375	498.5	134.54595
DNAAF5_741286	1	891	65.7020967259371	269.729166666667	269.5	60.41595
DNAAF5_754498	6	1587	172.516417915382	737.104166666667	753.25	143.44155
DNAAF5_756691	2	1337	141.73832107879	578.40625	585.5	141.95895
DNAAF5_761663	5	1392	167.363350300883	697.84375	713.5	165.3099
DNAAF5_763715	2	877	104.07594063202	430.916666666667	442.75	83.39625
DNAAF5_770380	2	954	99.2243298886114	407.854166666667	418.5	97.1103
DNAAF5_773958	5	1338	154.252918176472	636.125	646.25	157.1556
DNAAF5_774916	4	1326	127.716478978476	490.71875	493.75	126.7623
DNAAF5_779863	4	1195	134.23432022424	557.34375	574.5	129.7275
DNAAF5_785427	0	1312	139.518699971882	582.145833333333	582	128.9862
DNAH11_21542956	2	1118	169.473676471728	703.635416666667	745.5	127.5036
DNAH11_21544916	1	1400	123.592063770091	501.208333333333	500.75	115.6428
DNAH11_21558712	0	1351	152.190311277135	599.364583333333	603.5	152.33715
DNAH11_21559513	2	812	93.5179462571924	367.072916666667	372.5	80.8017
DNAH11_21560999	3	861	92.5248954182771	349.010416666667	353.75	99.70485
DNAH11_21564096	3	1490	184.432496143888	771.677083333333	803	187.17825
DNAH11_21569978	0	1265	159.144977937287	601.09375	640	137.8818
DNAH11_21571716	0	1160	133.821918011394	530.864583333333	554.75	110.4537
DNAH11_21581843	3	1003	104.685432524308	416.197916666667	431	96.369
DNAH11_21588011	1	1165	108.464389664786	490.885416666667	504.5	97.8516
DNAH11_21588453	2	1197	114.43586141829	474.552083333333	485.25	104.15265
DNAH11_21589117	2	979	152.383980980858	548.625	569.5	133.434
DNAH11_21590849	0	971	109.946231217197	346.666666666667	338	98.96355
DNAH11_21591095	0	1168	165.401890741892	688.958333333333	727	161.6034
DNAH11_21599696	1	1325	187.619454855901	735.5625	751	183.1011
DNAH11_21600586	2	1405	163.30081419746	675.40625	697.25	141.5883
DNAH11_21601306	0	1127	111.121074390769	476.229166666667	490.5	96.369
DNAH11_21606363	1	973	105.521971763338	418.166666666667	430	88.956
DNAH11_21615024	0	1425	157.573554534549	611.979166666667	636.25	145.2948
DNAH11_21616130	4	968	105.186379986073	414.03125	437.25	91.55055
DNAH11_21617528	5	1367	163.982236107651	665.916666666667	687.75	151.2252
DNAH11_21619040	5	1356	155.987995935221	619.770833333333	648	155.673
DNAH11_21619896	0	806	82.2655814209371	315.291666666667	328.5	77.8365
DNAH11_21635781	1	1247	153.937763743608	632.875	658.25	134.9166
DNAH11_21637535	1	1092	105.817804746736	419.916666666667	437	74.13
DNAH11_21638881	1	1145	124.47351358866	489.1875	522.75	107.85915
DNAH11_21655741	2	1197	122.41535241221	533.302083333333	541	117.8667
DNAH11_21658707	1	1522	190.154607681999	738.958333333333	783.25	144.5535
DNAH11_21681491	0	852	96.0037468794506	378.1875	387.75	75.6126
DNAH11_21683693	1	1057	99.9216708963392	410.739583333333	420.75	104.5233
DNAH11_21687009	0	1251	117.59313307676	530.0625	551.5	107.4885
DNAH11_21690703	0	918	98.5349457171529	379.802083333333	396.5	86.7321
DNAH11_21698023	1	1232	137.956114861428	531.3125	559.75	135.6579
DNAH11_21702636	3	1236	134.958817924065	544.604166666667	565	110.4537
DNAH11_21704344	1	1095	136.428334637718	563.71875	579.5	126.39165
DNAH11_21705378	1	877	86.8535791745253	378.65625	392.5	77.46585
DNAH11_21707646	0	938	95.9864218197494	389.979166666667	401.5	85.9908
DNAH11_21710462	3	1055	87.772457649359	377.96875	375.75	62.63985
DNAH11_21711622	2	1082	100.808011627714	431.739583333333	437	76.72455
DNAH11_21717684	0	880	100.778037120979	408.5	432.25	94.8864
DNAH11_21720670	4	885	90.1263586720459	365.010416666667	377.75	74.13
DNAH11_21725720	1	1438	156.825924411036	651.541666666667	684.75	125.65035
DNAH11_21735550	1	1175	137.830683917182	582.104166666667	596.5	130.83945
DNAH11_21738610	0	1186	134.677688116549	502.822916666667	506.5	139.73505
DNAH11_21739502	1	1186	112.342213521142	478.59375	485.25	109.7124
DNAH11_21741836	0	1383	169.857249984628	683.0625	716	138.99375
DNAH11_21744348	0	1264	146.40576659718	580.895833333333	606	123.42645
DNAH11_21744780	0	830	95.3527047223745	397.5	412	89.6973
DNAH11_21748490	2	1001	120.058060256056	492.65625	518	101.18745
DNAH11_21749618	0	969	104.961846643847	421.427083333333	411	92.29185
DNAH11_21750132	2	1275	141.648525773209	561.09375	582.75	117.1254
DNAH11_21765337	0	1278	127.093919016161	483.614583333333	479.25	136.02855
DNAH11_21773675	2	1210	147.708993286445	594.927083333333	629.5	118.608
DNAH11_21778867	1	1450	164.664934883362	649.291666666667	674	123.7971
DNAH11_21784363	4	1212	126.763356182868	509.65625	547.5	120.0906
DNAH11_21786533	3	1328	145.525600341005	603.458333333333	618.5	157.8969
DNAH11_21787311	1	1186	140.697993664086	569.927083333333	596.75	107.85915
DNAH11_21789171	0	1050	118.077672608402	486.90625	512	114.53085
DNAH11_21801086	0	984	105.276754487688	418.166666666667	436.25	97.48095
DNAH11_21807792	0	1258	141.045361082805	590.5625	600.5	138.25245
DNAH11_21816376	3	1292	179.656031857551	707.552083333333	747.25	173.09355
DNAH11_21818157	0	1439	159.061575068024	567.020833333333	603	119.71995
DNAH11_21842453	3	1224	140.352500359878	572.010416666667	594.5	130.4688
DNAH11_21852377	2	1269	144.598599149115	568.479166666667	598.75	133.06335
DNAH11_21854225	2	1167	123.352497552673	442.291666666667	452.5	129.7275
DNAH11_21861763	0	1191	140.830080956192	579.375	598	128.9862
DNAH11_21864476	1	975	94.946343096382	399.729166666667	425.75	67.82895
DNAH11_21866380	0	1482	199.638942433567	772.822916666667	821	167.5338
DNAH11_21867768	1	1123	113.505194057427	423.583333333333	427	123.0558
DNAH11_21868807	1	973	101.496846892295	419.666666666667	435.75	89.6973
DNAH11_21873183	2	1470	210.383224029423	829.322916666667	854.75	205.3401
DNAH11_21880611	0	1089	109.033599398866	455.3125	475.5	91.9212
DNAH11_21884229	4	784	78.7800826252405	324.166666666667	334.25	75.6126
DNAH11_21892334	2	1170	169.057472706811	697.666666666667	739.75	155.30235
DNAH11_21894532	3	1374	173.778900537905	728.427083333333	747	155.30235
DNAH11_21899271	4	901	99.9880439439516	404.114583333333	405.5	97.8516
DNAH11_21899889	1	996	103.44311829892	423.5	441.5	101.92875
DNAH11_21900917	4	1223	180.25622892809	754.729166666667	766.75	193.10865
DNAH9_11598208	0	1607	211.584234259211	751.822916666667	776.5	226.0965
DNAH9_11608039	1	1209	142.135329938914	572.177083333333	600.5	141.5883
DNAH9_11610305	3	1202	135.634639082901	556	568.25	140.847
DNAH9_11611595	2	1053	107.233079783352	451.635416666667	467.75	101.18745
DNAH9_11617320	3	1328	155.944041936284	634.15625	628.25	163.45665
DNAH9_11619458	1	1413	163.510813821906	691.71875	705	166.0512
DNAH9_11629326	5	1199	162.871876722012	645.416666666667	670	164.5686
DNAH9_11632524	5	1215	123.180761035092	499.072916666667	525.75	93.4038
DNAH9_11636544	1	1004	112.72031569347	468.697916666667	471.25	107.85915
DNAH9_11640206	2	934	106.457844268908	442.1875	450.75	113.4189
DNAH9_11644544	2	1328	146.557433961802	581.90625	595.25	141.21765
DNAH9_11647015	1	964	98.9705500111197	391.770833333333	399.25	97.48095
DNAH9_11650978	1	1299	158.856952858952	644.729166666667	679.75	146.40675
DNAH9_11652671	2	1224	149.091801411838	613.166666666667	631	125.65035
DNAH9_11664779	3	1000	102.738094317231	451.28125	465	97.48095
DNAH9_11668973	1	1149	151.84296899772	590	592.25	169.0164
DNAH9_11679667	2	1223	143.672064519262	568.614583333333	581.25	140.847
DNAH9_11680633	4	1338	171.235993629215	663.895833333333	658	182.73045
DNAH9_11689476	0	1165	171.742010444724	721.78125	734	194.2206
DNAH9_11693812	2	1069	122.568148922627	467.53125	473	128.2449
DNAH9_11694264	0	986	106.807691052226	426.739583333333	447.25	112.30695
DNAH9_11699641	0	1111	128.905856140598	536.09375	545.25	136.02855
DNAH9_11701063	4	1107	133.662110713641	535.8125	550	132.32205
DNAH9_11704112	1	1312	189.014873038102	784.989583333333	812.5	179.02395
DNAH9_11704935	1	1250	118.793479815313	515.635416666667	514.75	99.70485
DNAH9_11719243	0	1269	124.388760420593	488.760416666667	487.5	130.4688
DNAH9_11727749	1	647	72.6830037775034	287.739583333333	297	66.34635
DNAH9_11738789	1	1154	127.078128018032	525.479166666667	540.25	126.7623
DNAH9_11742123	3	1021	107.084375081171	423.895833333333	427.25	107.4885
DNAH9_11744707	0	1291	175.859202514519	710.15625	729	176.80005
DNAH9_11747465	7	1227	185.032457139377	706.770833333333	715.25	196.07385
DNAH9_11752775	0	1168	124.555076523464	498.21875	496.25	146.7774
DNAH9_11756502	0	921	104.248067485532	384.5	398.75	117.1254
DNAH9_11757454	4	1470	158.091215239788	655.947916666667	674.5	170.12835
DNAH9_11763350	1	1341	170.686877629874	706.020833333333	737	146.40675
DNAH9_11768362	1	1230	162.878960397739	653.947916666667	669.75	174.57615
DNAH9_11769032	5	1272	149.385060048788	617.614583333333	625	142.3296
DNAH9_11780918	1	1204	147.895751318213	607.53125	612	132.6927
DNAH9_11783576	0	971	103.468589449454	433.03125	444.25	92.29185
DNAH9_11784210	0	1163	150.243835133317	589.135416666667	609.25	156.78495
DNAH9_11793412	0	1038	124.216045205621	480.458333333333	490.5	110.4537
DNAH9_11797506	2	877	126.768363896938	512.375	530.5	130.09815
DNAH9_11807642	5	1180	153.544953509475	656.229166666667	670	135.6579
DNAH9_11810187	4	855	92.8951570052791	375.854166666667	380.25	81.17235
DNAH9_11821829	2	1388	148.912055996482	645.947916666667	655.5	136.3992
DNAH9_11822347	3	912	97.7503310291687	427.854166666667	431.5	91.9212
DNAH9_11822711	5	1165	167.336550597232	713.760416666667	736	151.59585
DNAH9_11834548	1	1217	151.782878184363	608.229166666667	625.75	180.8772
DNAH9_11853912	1	1283	207.223191584145	818.46875	851.5	209.41725
DNAH9_11869073	5	1518	165.228177441281	698.979166666667	710.5	154.56105
DNAH9_11871507	3	1128	154.654108169679	624.604166666667	631.75	180.8772
DNAH9_11874859	1	1261	173.007314635981	684.78125	712.25	146.40675
DNAH9_11880019	0	1001	109.71116526043	435.697916666667	439	101.5581
DNAH9_11881119	2	1604	224.14369930656	897.53125	938	196.81515
DNAH9_11883496	2	1458	161.268734136314	663.208333333333	687.75	132.6927
DNAH9_11886734	4	1510	160.374329404412	685	685.75	156.78495
DNAH9_11891686	1	1173	147.279056784649	626.583333333333	627.75	153.81975
DNAH9_11894314	5	1070	117.316173919543	483.770833333333	499	100.44615
DNAH9_11902628	0	1148	150.401199574117	610.770833333333	631.5	141.21765
DNAH9_11905570	9	1291	138.57511820859	545.145833333333	570.75	122.3145
DNAH9_11923757	5	1042	115.849108574243	468.875	477.25	114.53085
DNAH9_11929776	4	1254	166.246028254695	668.802083333333	689	163.8273
DNAH9_11931924	1	1090	121.159233409697	462.0625	472.75	117.49605
DNAH9_11933790	2	870	105.446727310675	415.34375	415.25	107.4885
DNAH9_11937262	1	947	129.621036224507	467.0625	478.75	137.51115
DNAH9_11942213	1	1105	144.26207436222	565.083333333333	590.75	150.11325
DNAH9_11961776	0	960	133.235578637591	555.4375	562	126.021
DNAH9_11969209	2	1111	155.016545316326	655.65625	684	138.99375
DNAI1_34458716	2	1152	131.637605223745	549.15625	575.5	115.27215
DNAI1_34483344	2	1294	135.008175070967	564.010416666667	586.75	117.49605
DNAI1_34485071	0	724	79.7667803718222	320.989583333333	323	88.58535
DNAI1_34485357	0	916	95.1919393601629	386.875	379	87.84405
DNAI1_34489265	0	1348	139.279732810022	592.666666666667	610.25	118.23735
DNAI1_34489947	0	824	91.9972223408931	384.020833333333	402.25	82.65495
DNAI1_34490307	3	1104	122.425442284027	500.395833333333	526.5	128.9862
DNAI1_34491403	1	1145	125.536761996591	496.572916666667	502.25	101.18745
DNAI1_34493141	0	929	94.7903037467291	397.895833333333	402.5	95.6277
DNAI1_34497037	0	1149	114.550042875134	503.854166666667	516.75	100.44615
DNAI1_34500659	0	756	88.3642024210231	340.458333333333	352.75	87.10275
DNAI1_34501039	2	867	78.9367396416157	347.791666666667	356	68.9409
DNAI1_34506537	2	1053	147.146763817457	601.739583333333	603.75	154.1904
DNAI1_34512032	1	993	90.7183702181397	374.833333333333	384.5	94.51575
DNAI1_34513030	2	874	104.931614001793	419.625	444.5	94.51575
DNAI1_34514304	0	1168	137.639068534543	593.947916666667	605.5	122.3145
DNAI1_34517195	4	1258	153.771118021521	621.583333333333	616.75	151.2252
DNAI1_34520567	2	1064	147.215150107247	586.052083333333	609.5	157.52625
DNAI2_74274055	1	730	105.464751073388	416.989583333333	433	88.956
DNAI2_74281528	6	1248	158.192078181212	644.104166666667	653	162.3447
DNAI2_74284950	2	1155	142.390831254525	527.427083333333	533.25	160.8621
DNAI2_74286916	2	1105	123.273042096808	496.208333333333	504.5	136.3992
DNAI2_74289503	3	1351	151.170502523916	565.395833333333	575	153.07845
DNAI2_74290956	2	766	89.9587024783914	325.53125	348.25	85.2495
DNAI2_74299666	1	1146	137.909380498971	552.802083333333	579.5	134.54595
DNAI2_74300987	1	1079	131.048389565845	504.979166666667	509.25	146.40675
DNAI2_74305128	7	1344	182.229031995317	721.677083333333	741.5	184.5837
DNAI2_74309199	5	1068	130.677143550933	484.510416666667	494.25	146.0361
DNAI2_74309927	1	1190	133.438559984662	537.541666666667	534.75	131.9514
DNAI2_74311913	1	1182	143.861225471455	564.28125	591.25	156.4143
DNAI2_74314031	1	1361	126.521512603967	510.65625	518.75	119.71995
DNAJC21_34929529	0	1077	83.8229351887208	168.197916666667	160	102.2994
DNAJC21_34933741	4	1212	137.134595063101	551.166666666667	581	121.20255
DNAJC21_34935650	2	986	97.3034275015331	386.354166666667	400.25	83.0256
DNAJC21_34936084	1	924	104.412742677	361.479166666667	369	86.36145
DNAJC21_34937225	2	1329	172.985502405702	668.375	697.5	163.8273
DNAJC21_34938767	1	1030	96.6218202710044	379.229166666667	396	87.4734
DNAJC21_34941019	3	1192	136.191113893477	516.291666666667	533	138.25245
DNAJC21_34944777	3	1141	110.717893842161	438.489583333333	448.25	84.5082
DNAJC21_34945662	1	1188	130.515766282189	455.083333333333	471.25	146.0361
DNAJC21_34950080	0	1234	132.911004459311	557.125	570.75	104.15265
DNAJC21_34953843	0	1038	101.014569006633	359.90625	366.75	107.11785
DNAJC21_34954463	0	1253	149.699687184326	537.09375	534	149.37195
DNAL1_73644750	2	1303	191.657953567756	702.989583333333	760.25	193.10865
DNAL1_73654770	1	1188	133.797212370515	504.385416666667	486.25	121.5732
DNAL1_73658781	3	924	104.552884896823	389.864583333333	412.5	100.8168
DNAL1_73661894	2	1420	149.666570535951	528.135416666667	537	150.85455
DNAL1_73671449	1	666	86.1496615454592	205.041666666667	178.5	59.304
DNAL1_73687201	5	1020	99.0552155464333	382.020833333333	386.75	67.4583
DNAL1_73689285	1	1262	148.33756032805	560.572916666667	592.25	116.75475
DNAL1_73695812	0	1262	180.292748235999	591.59375	558.75	147.14805
DNASE2_12875630	0	530	60.6406072255288	228.8125	225.25	51.1497
DNASE2_12875904	3	1613	200.173415232343	828.552083333333	837.75	222.01935
DNASE2_12878292	0	1299	162.473816425713	642.40625	642.5	167.16315
DNASE2_12880712	0	1373	164.017868718214	625.395833333333	636.25	180.50655
DOCK7_62560152	2	846	83.8085140142491	366.875	375	77.8365
DOCK7_62597276	0	1064	146.301289727352	577.583333333333	597	133.434
DOCK7_62598630	0	584	53.2214102237593	204.135416666667	206.5	46.33125
DOCK7_62601018	2	726	69.6390644019586	267.833333333333	273	64.4931
DOCK7_62601704	1	658	63.6423049102622	260.947916666667	272.75	50.03775
DOCK7_62602212	2	562	57.0148580470088	225.447916666667	238.5	40.40085
DOCK7_62603878	0	1111	104.001941385999	419.229166666667	434.5	80.8017
DOCK7_62604542	0	882	105.572903032028	391.229166666667	395	95.99835
DOCK7_62652406	2	957	105.113867251912	409.854166666667	438.75	86.36145
DOP1A_83168943	0	1070	109.997569585497	427.135416666667	427	94.8864
DOP1A_83170215	5	1000	94.2813147556648	403.041666666667	418.75	71.53545
DRC1_26401699	1	1279	185.443343367431	735.395833333333	782.5	127.5036
DRC1_26414266	2	982	98.9428138259743	409.645833333333	420.25	93.4038
DRC1_26421224	2	1223	132.232440950458	541.333333333333	547.5	127.87425
DRC1_26424180	2	1042	139.845307377714	577.802083333333	605	136.76985
DRC1_26429575	1	985	102.13949262168	432.197916666667	438.5	100.0755
DRC1_26430709	0	1082	128.328996916005	493.65625	504.25	114.53085
DRC1_26431825	0	717	67.2984382228447	293.125	300	60.0453
DRC1_26440326	1	1138	110.474313868984	420.645833333333	439.75	104.89395
DRC1_26444168	1	999	94.1424286652942	405.78125	409.25	77.0952
DRC1_26444626	0	1348	145.659979666408	602.072916666667	606.25	146.0361
DRC1_26448627	3	1002	117.241746900633	442.354166666667	438.25	114.9015
DRC1_26449919	2	876	97.8967627272847	391.145833333333	386	83.39625
DRC1_26450515	0	1001	118.695612778686	419.520833333333	430.25	118.23735
DRC1_26453230	3	1233	141.337528190499	572.78125	599	135.28725
DRC1_26454556	3	1063	106.115903593982	436.760416666667	432.25	95.99835
DRC1_26455062	2	1135	119.527037339431	511.260416666667	516.5	124.5384
DRC1_26456370	4	1503	174.509227933268	713.447916666667	730.5	170.499
DTNBP1_15522685	3	1342	180.373209432141	748.125	750.5	185.69565
DTNBP1_15524435	3	990	105.792135591518	484.802083333333	496.25	91.9212
DTNBP1_15533149	2	1192	130.553462035551	500.03125	503.25	123.0558
DTNBP1_15592921	1	936	91.2524919508177	360.8125	355.5	75.98325
DTNBP1_15615213	0	850	86.8774809585029	347.489583333333	356.75	71.1648
DTNBP1_15627288	0	482	49.9753662722201	210.625	226.75	34.47045
DTNBP1_15637654	2	1070	106.807683270792	413.291666666667	432.25	95.6277
DTNBP1_15651217	2	1133	116.948462235076	427.0625	424.25	94.8864
DTNBP1_15651993	1	1205	123.558528623351	398.864583333333	405.75	121.5732
DTNBP1_15662723	0	1035	114.791357428372	339.885416666667	360.25	107.85915
DYRK1B_39825424	0	1270	123.08461599662	511.166666666667	510	131.58075
DYRK1B_39826572	0	1189	110.077921607172	454.427083333333	461.5	89.32665
