Exon	Cov_min_total	Cov_max_total	std_median	mean_median	median_median	mad
FGA_154588702	3	1175	160.804167811777	595.65625	612	166.42185
FGA_154589378	1	1010	110.287478954705	432.791666666667	441.75	102.67005
FGA_154590544	2	1199	173.209272317749	660.510416666667	679	160.1208
FGB_154562719	0	1224	130.945699251569	440.854166666667	436.75	134.9166
FGB_154565717	5	1114	168.57164300485	656.010416666667	678.75	150.4839
FGB_154566399	2	1116	141.227134831054	574.697916666667	580.25	127.5036
FGB_154567503	1	1292	148.294093941304	608.5	620	105.2646
FGB_154568317	0	842	77.3026313168616	336.875	341.25	73.3887
FGB_154569124	2	1060	121.624201396138	464.770833333333	488	96.369
FGB_154569424	1	1170	167.64845722026	638.677083333333	683	162.3447
FGB_154570328	1	1187	143.727381430514	593.59375	585.25	114.9015
FGG_154604543	1	1241	144.176788580022	547.354166666667	548.5	109.7124
FGG_154605953	4	1141	118.758598046327	491.208333333333	482.75	110.08305
FGG_154606545	2	1283	133.810191847915	559.635416666667	569.5	124.5384
FGG_154608375	2	941	121.208452339099	488.354166666667	492.5	107.85915
FGG_154608851	0	837	84.1101497278066	354.1875	360.5	76.3539
FGG_154609575	1	999	112.290654313257	452.354166666667	472.75	105.63525
FGG_154610011	3	1319	139.553160706308	529.479166666667	563.5	101.92875
FGG_154611731	1	1123	136.665432688816	540.03125	545.75	102.2994
FGG_154612301	2	972	130.304552817348	559.739583333333	573.5	116.75475
FLI1_128693968	1	1163	140.186492033858	514.302083333333	547.5	117.8667
FLI1_128758025	0	1269	154.059595390023	655.197916666667	657.5	144.18285
FLI1_128768027	2	1029	122.892942926351	491.322916666667	495.5	122.68515
FLI1_128772691	1	1348	151.641917940244	629.625	648.25	144.5535
FLI1_128781869	2	957	99.7694061181238	411.708333333333	421	90.06795
FLI1_128805277	4	1107	101.658454535499	440.489583333333	461.5	87.84405
FLI1_128807089	3	1323	142.257420751486	593.083333333333	602.25	126.39165
FLI1_128809059	2	1430	172.719101975018	670.677083333333	713.75	139.3644
FLI1_128810369	2	1019	125.479314629236	553.489583333333	575.5	107.85915
FLNA_154348558	0	1114	201.966080994657	487.25	520	256.4898
FLNA_154349272	1	1489	279.768634622324	691.729166666667	720	348.04035
FLNA_154350854	1	1218	192.505259207885	443.791666666667	447	260.1963
FLNA_154351518	3	1334	216.302527134291	523.8125	555.75	290.21895
FLNA_154351832	1	1398	220.056882354611	554.354166666667	576.5	267.23865
FLNA_154352090	0	1319	233.547113709008	592.78125	648	286.1418
FLNA_154353858	0	1329	232.061207038266	568.229166666667	585.5	297.2613
FLNA_154357142	3	1161	223.836148428008	559.46875	587.5	260.9376
FLNA_154358108	0	1380	281.269247568339	679.4375	696.75	346.9284
FLNA_154358894	0	1547	297.049688805898	737.90625	769	380.2869
FLNA_154361218	0	1606	322.029759841236	772.1875	773.25	438.1083
FLNA_154361888	0	1178	224.612779241085	559.90625	592.25	266.868
FLNA_154363931	2	1605	213.568570870464	510.614583333333	530	270.20385
FLNA_154365045	2	1504	307.919660982667	743.40625	786	356.5653
FLNA_154365933	0	1595	298.46545397468	739.229166666667	770.25	374.72715
FLNA_154367307	1	1346	255.903737684687	633.020833333333	664.75	318.0177
FLNA_154370733	0	1141	220.527580806294	532.71875	580.75	275.0223
FLNA_154374415	0	720	80.8725356426803	140.125	123.75	97.1103
FRMD5_43953614	1	909	81.6492780735328	346.541666666667	355.5	58.93335
FYB1_39107152	0	1614	147.339147402411	497.989583333333	497.25	118.608
FYB1_39108126	0	745	79.232488500883	268.25	258	71.53545
FYB1_39110252	0	933	108.978166122804	360.1875	363.75	104.5233
FYB1_39118784	1	972	106.191662645546	399.28125	416.75	96.73965
FYB1_39119464	0	1000	120.842289500562	362.864583333333	344	121.94385
FYB1_39122249	0	1019	103.489604760284	416.052083333333	429.75	74.50065
FYB1_39124145	0	829	77.9734650946413	335.104166666667	335.25	57.45075
FYB1_39125945	1	777	74.7753254140705	306.041666666667	317.5	57.0801
FYB1_39127653	3	887	101.994541642299	371.166666666667	391.5	82.2843
FYB1_39130481	1	1167	105.431147913482	436.166666666667	458.5	83.7669
FYB1_39134117	1	1194	104.442771135086	436.822916666667	436	91.55055
FYB1_39134765	0	1057	127.005395819925	498.291666666667	509.75	116.75475
FYB1_39137539	1	744	81.7241070701812	284.239583333333	280.25	70.4235
FYB1_39138553	0	752	76.3272861428276	268.833333333333	263	58.19205
FYB1_39139121	1	774	92.5518806970846	248.854166666667	230.75	86.7321
FYB1_39141001	3	1115	112.502432991816	466.520833333333	470.5	87.4734
FYB1_39153358	0	1212	130.608498143245	496.625	518.75	121.5732
FYB1_39201735	3	1291	165.457183816293	647.489583333333	669.5	175.6881
FYB1_39219352	2	975	140.645886943715	541.479166666667	567.5	127.87425
G6PD_154531738	0	1327	191.80383900001	475.760416666667	489.5	240.1812
G6PD_154533502	0	822	119.904348329103	302.229166666667	325.5	156.04365
G6PD_154533976	4	1302	216.875711007071	511.895833333333	500.25	284.6592
G6PD_154534248	2	1165	204.563423021127	513.614583333333	526.75	247.96485
G6PD_154535078	1	1286	256.127375088067	622.458333333333	630	328.3959
G6PD_154535846	0	1312	246.114385561149	587.833333333333	616.25	322.09485
GALNT2_230066990	0	711	77.0554396531604	146.541666666667	134.75	85.2495
GALNT2_230169446	1	1149	109.263491283604	452.927083333333	452.25	103.0407
GALNT2_230178144	1	852	91.0216028251045	378.8125	386.5	90.80925
GALNT2_230203046	2	1137	134.674166808909	542.166666666667	553.5	124.90905
GALNT2_230235943	5	1219	141.673118855988	584.9375	599.75	159.75015
GALNT2_230236265	1	1295	127.605219672888	523.90625	548.75	101.92875
GALNT2_230236571	3	1157	134.463075621799	530.979166666667	555.25	114.1602
GALNT2_230243246	2	929	107.879385281049	418.46875	429	98.22225
GALNT2_230245986	3	913	98.6572057053546	400.895833333333	399.5	98.96355
GALNT2_230249106	5	1168	134.616726748823	506.916666666667	502.25	135.28725
GALNT2_230250388	2	634	65.1639086885323	251.510416666667	248.5	64.86375
GALNT2_230255160	6	716	90.287032440713	342.583333333333	339.75	99.70485
GALNT2_230262499	1	834	83.681783242419	334.552083333333	337.5	75.24195
GALNT2_230262843	0	1288	135.113452131194	561.1875	575.25	127.13295
GALNT2_230265183	2	1077	115.926505495587	447.135416666667	451	123.0558
GALNT2_230274383	4	1129	123.664762176844	521.375	551.75	113.4189
GALNT2_230279213	0	1266	136.255603290989	603.03125	622.75	120.8319
GAS2L2_35744563	0	1363	167.422497153732	711.125	716.5	153.4491
GAS2L2_35746925	0	862	104.738131214564	436.84375	440	106.7472
GAS2L2_35747777	2	666	76.6172783123553	279.177083333333	275.25	68.9409
GAS2L2_35749043	5	1281	146.438456804235	595.708333333333	608.25	142.3296
GAS2L2_35749987	0	1114	103.684754221528	421.40625	448	78.20715
GAS2L2_35752376	2	1261	177.209951812184	723.875	744	173.4642
GATA1_48786356	0	549	45.3064220061571	101.15625	107	54.1149
GATA1_48790819	0	1429	162.758489172984	391.1875	375.5	208.3053
GATA1_48791753	0	1136	204.926010475741	508.270833333333	518.5	249.44745
GATA1_48793113	0	1121	154.407632867569	366.46875	383.25	190.88475
GATA1_48793703	0	1332	231.544099930804	581.5	574.5	292.0722
GATA2_128480728	4	1108	159.127056473594	635.989583333333	630.5	147.5187
GATA2_128481760	4	570	69.7150728217801	254.572916666667	260.75	78.20715
GATA2_128483198	0	894	99.6365197073702	396.739583333333	411.25	84.13755
GATA2_128483760	4	1022	128.946962112803	517.239583333333	524.5	131.9514
GATA2_128485636	2	1102	130.520989164918	556.010416666667	560	129.7275
GATA2_128486712	2	1206	137.4123378682	566.34375	610.5	87.10275
GATA2_128492808	2	911	184.457105471341	468.291666666667	465	210.89985
GBA_155234705	0	978	126.458736577342	559.416666666667	568	111.195
GBA_155235591	0	1204	146.734411739893	601.791666666667	604	148.26
GBA_155236155	3	1372	159.095313273753	676.020833333333	678.75	149.37195
GBA_155237251	2	1127	150.18485063981	600	607.75	126.021
GBA_155238043	0	1045	129.307016519896	488.6875	489	117.8667
GBA_155238463	0	687	68.7337085790914	296.833333333333	296	69.6822
GBA_155239525	0	1097	108.501127555667	449.375	450	94.1451
GBA_155240553	3	924	96.4250061139641	386.510416666667	385.75	95.99835
GBA_155240995	0	1189	127.511541248609	536.84375	565.5	110.08305
GCK_44144846	1	1144	132.730423220251	541.083333333333	579.5	107.85915
GCK_44145406	0	1007	128.853000096487	523.739583333333	561.5	84.13755
GCK_44146372	4	1251	123.279370502487	516.375	530.5	107.11785
GCK_44147560	3	779	96.5551273609064	392.21875	401	93.77445
GCK_44149689	0	773	69.4912330559129	286.854166666667	281	64.12245
GCK_44150895	3	740	82.3552862526679	344.020833333333	350.25	73.75935
GCK_44152181	3	936	107.755230575189	441.208333333333	445.25	108.9711
GCK_44153211	0	912	80.7237183588179	349.729166666667	352.75	77.0952
GCK_44188818	0	1218	161.773662795558	632.677083333333	655	166.42185
GCKR_27496614	2	1381	167.95224718947	682.427083333333	696.5	156.04365
GCKR_27497154	1	804	89.9296612449486	368.583333333333	372	100.44615
GCKR_27498168	0	531	57.4217465894497	227.15625	224.75	43.36605
GCKR_27498640	0	1063	107.659307984701	483.375	490.75	88.956
GCKR_27499054	1	954	101.363942431984	430.572916666667	433.25	93.4038
GCKR_27499302	0	683	73.4481946716998	304.78125	302.75	72.6474
GCKR_27501062	1	1090	119.611049157984	492.989583333333	501	114.1602
GCKR_27503446	2	1011	114.937883605737	443.53125	468.25	130.09815
GCKR_27505656	2	913	100.561065654317	404.3125	405.25	103.0407
GCKR_27506410	1	1044	120.252460035143	486.510416666667	483	124.5384
GCKR_27506716	2	1116	116.590542540676	480.416666666667	491.5	111.195
GCKR_27507152	5	1001	114.770753233881	432.1875	440.25	110.82435
GCKR_27507608	2	1050	115.029457759664	439.645833333333	432.25	98.5929
GCKR_27507886	2	1117	147.128928299479	600.9375	604.25	145.2948
GCKR_27518697	0	1082	112.778966573641	467.645833333333	472	111.195
GCKR_27522406	5	1067	111.114214588011	461.90625	462	104.89395
GCKR_27523179	0	1143	148.441358012574	620.90625	639.25	144.18285
GCLC_53498465	1	1145	137.881963022545	569.854166666667	573	119.71995
GCLC_53499955	1	1089	124.630843190873	551.9375	560.75	105.63525
GCLC_53505323	0	984	103.182752472501	436.229166666667	448.25	104.5233
GCLC_53505729	2	717	72.5972446383333	293.791666666667	295.5	75.98325
GCLC_53506849	0	768	76.5465023451535	337.375	341.75	72.6474
GCLC_53507429	0	939	87.7883994652697	344.822916666667	351.5	85.9908
GCLC_53508533	1	830	92.0880321961484	369.083333333333	374	97.1103
GCLC_53509093	2	847	75.4060873814866	338.083333333333	341	64.86375
GCLC_53514149	0	1024	104.117074719889	453.583333333333	461.75	84.5082
GCLC_53516045	0	1138	121.007632298414	484.8125	494.25	128.2449
GCLC_53520687	2	965	121.206186790576	501.666666666667	497	122.68515
GCLC_53522350	5	879	94.0052854019956	377.03125	387.5	88.58535
GCLC_53544405	0	1259	193.080753039108	514.09375	541.75	225.3552
GDF2_47322379	1	1037	130.814896411788	587.822916666667	615.5	104.89395
GDF2_47324751	5	1452	174.375824243711	755.885416666667	771	153.07845
GFI1_92475728	0	1187	153.038666138115	619.583333333333	622.75	150.4839
GFI1_92478498	0	833	89.426957570121	317.427083333333	304	96.369
GFI1_92480295	1	1026	119.211701832175	476.96875	510	78.5778
GFI1_92482773	0	699	96.0863136789961	397.489583333333	413	75.6126
GFI1_92483273	1	1194	195.52890514762	747.020833333333	783.75	173.83485
GFI1_92486635	0	631	67.5125669612335	206.739583333333	220.5	59.67465
GFI1B_132972515	2	1094	133.549157798763	547.489583333333	563	107.11785
GFI1B_132974996	0	886	120.497472366151	440.552083333333	452.5	109.7124
GFI1B_132976236	2	985	106.422098835568	476.916666666667	494.75	85.2495
GFI1B_132978552	3	1022	137.200854069024	509.260416666667	530.75	129.35685
GFI1B_132986389	3	1211	139.223116364773	569.84375	584.5	161.97405
GFI1B_132987229	4	1121	125.876120696202	500.239583333333	513.5	127.87425
GFI1B_132988107	2	1006	144.726907172006	582.125	594	143.44155
GFI1B_132989009	1	892	103.536725912058	422.114583333333	438.5	83.39625
GFI1B_132989651	1	852	86.6531051855493	358.375	371.25	74.13
GFI1B_132990771	0	1196	138.057528609177	588.291666666667	613.25	120.8319
GGCX_85549574	2	1164	126.050266836304	439.354166666667	451.5	114.9015
GGCX_85549846	0	954	150.059804862798	572.041666666667	601.25	137.1405
GGCX_85550464	0	1084	116.637752242689	483.416666666667	503	100.0755
GGCX_85551424	3	902	101.157778572783	409.947916666667	416.25	108.60045
GGCX_85551722	0	1194	136.907984059699	560.708333333333	565.25	130.4688
GGCX_85552326	2	1120	138.081227620192	520.427083333333	530.75	130.83945
GGCX_85552884	4	938	106.873108211866	417.104166666667	421.5	91.1799
GGCX_85553142	0	1035	141.291195822118	560.927083333333	578	140.847
GGCX_85554053	1	1100	123.287185275646	540.5625	544.5	137.8818
GGCX_85555416	1	827	90.0164853893106	354.854166666667	362.25	75.6126
GGCX_85556100	2	745	82.2751502861583	333.958333333333	340.75	64.4931
GGCX_85558349	2	845	111.168570784728	436.03125	427.75	104.15265
GGCX_85558827	3	1181	127.90736922457	515.635416666667	516.25	128.61555
GGCX_85560725	2	1031	112.604678939073	447.177083333333	445.5	113.4189
GGCX_85561295	0	1017	139.490997431238	492.03125	532	89.32665
GHR_42423665	0	585	74.8859386804808	206.645833333333	218.5	75.6126
GHR_42565585	0	1421	164.499320621482	696.677083333333	695	170.86965
GHR_42628949	0	1052	160.034498718688	323.541666666667	298	151.9665
GHR_42688834	0	963	103.798020908414	422.802083333333	427	82.65495
GHR_42694827	1	1057	110.271811177769	464.25	485.5	78.94845
GHR_42699733	2	1140	121.778159834865	475.125	487.25	96.369
GHR_42711116	0	1126	103.54464210089	450.166666666667	455.75	78.20715
GHR_42713354	2	747	77.3898661230661	286.239583333333	289.5	74.13
GHR_42717965	2	1105	112.019452385583	407.8125	407.75	103.0407
GHR_42718363	0	1269	152.676719706209	670.260416666667	679.5	149.0013
GINS1_25407531	0	906	127.70299816468	498.614583333333	527.25	108.2298
GINS1_25413702	2	1023	98.8495071636139	427.84375	446.25	89.6973
GINS1_25417032	2	1238	147.451428473465	528.458333333333	540.5	131.2101
GINS1_25418029	4	1252	136.300541653883	546.364583333333	560.75	137.1405
GINS1_25425149	2	1011	91.9007321517922	373.739583333333	379.25	70.79415
GINS1_25441619	0	1097	113.117023444342	414.083333333333	422	119.71995
GINS1_25445833	0	1178	135.35400418705	592.46875	588	116.3841
GP9_129060560	4	879	122.708961575292	497.760416666667	508.75	134.54595
GP9_129061330	1	1325	153.5207608197	643.40625	672	126.39165
GPD1_50103761	2	988	138.571548395847	571.479166666667	590.5	130.09815
GPD1_50104483	4	925	129.175803840628	532.125	543	136.76985
GPD1_50105457	5	1058	110.184503852331	437.364583333333	435.75	121.5732
GPD1_50106237	3	619	72.5656678635446	292.604166666667	298.75	65.2344
GPD1_50106740	0	729	86.0369162221321	325.927083333333	328.25	95.99835
GPD1_50107476	0	1022	135.171481252414	510.770833333333	512	153.4491
GPD1_50107956	0	684	71.9419084196182	292.572916666667	298.25	62.2692
GPD1_50109333	3	981	136.551317461722	571.40625	587.5	140.1057
GPI_34364966	0	947	109.888773049734	329.427083333333	343	93.77445
GPI_34366270	0	865	92.4423141719639	388.40625	387.25	87.4734
GPI_34366696	3	944	110.707538727973	428.645833333333	430.25	115.27215
GPI_34368522	0	853	98.6509333404209	399.6875	400	103.782
GPI_34377423	0	963	113.94740100167	430.979166666667	443.5	122.3145
GPI_34378848	0	741	78.0472606129414	305.052083333333	312.25	75.98325
GPI_34379420	3	951	116.558602434219	443.083333333333	448.25	112.6776
GPI_34381371	1	1130	117.114502678313	480.208333333333	486.75	119.3493
GPI_34393157	2	962	111.042369397534	412.666666666667	413.75	116.01345
GPI_34393629	0	967	115.050504925057	478.65625	489.75	104.15265
GPI_34396244	5	1161	137.923800462584	550.4375	560.5	143.44155
GPI_34396498	0	662	74.8055161617574	321.916666666667	329	64.12245
GPI_34399150	4	1443	156.712406203142	668.15625	691	139.73505
GPI_34399466	1	1176	138.516029729491	577.28125	594.5	157.1556
GPIHBP1_143212978	3	1164	163.388465872417	661.833333333333	681.5	139.73505
GPIHBP1_143213766	1	1015	109.774986957525	414.322916666667	424	105.63525
GPIHBP1_143214948	0	1104	130.824461714167	531.635416666667	548.25	115.6428
GPR143_9741276	0	962	140.819560050825	322.854166666667	328.25	168.64575
GPR143_9743499	0	1489	201.563460949383	487.28125	495	239.81055
GPR143_9745978	0	1206	186.492964710535	465.291666666667	481.5	235.36275
GPR143_9748500	0	1123	173.363733034731	415.010416666667	436.75	207.93465
GPR143_9759259	1	1208	179.263385159561	442.229166666667	456.5	222.01935
GPR143_9760651	1	1315	206.796815162915	495.635416666667	506.25	262.79085
GPR143_9765477	0	1131	167.510684268114	391.520833333333	367	206.45205
GSS_34928538	2	1273	146.124436536173	592.739583333333	593.5	134.54595
GSS_34929310	0	806	95.2564142913877	376.197916666667	376.25	104.15265
GSS_34931255	2	1161	121.089699457536	490.947916666667	510.5	113.4189
GSS_34931849	0	999	118.766610913623	477.135416666667	488	108.9711
GSS_34935488	0	744	78.6085771390291	306.760416666667	324.25	77.8365
GSS_34936680	2	1194	160.502910868193	634.083333333333	629.25	170.12835
GSS_34941651	7	1254	132.589692645185	559.375	574.25	123.42645
GSS_34942437	2	1197	135.494130735071	573.072916666667	585.75	126.7623
GSS_34942847	0	1171	126.771468431715	519.989583333333	544	106.7472
GSS_34945862	3	1139	141.680097011487	560.322916666667	550.75	143.44155
GSS_34951634	0	1235	156.608502198932	647.020833333333	676.25	137.1405
GSS_34955637	3	1663	172.297244071739	673.927083333333	690.25	183.1011
HABP2_113552831	5	1209	182.195913960302	736.75	756.5	155.673
HABP2_113567387	2	1008	112.296600998181	459.625	467.75	120.46125
HABP2_113574227	3	994	107.460073712872	450.135416666667	452.25	112.6776
HABP2_113575829	0	959	102.139486654489	408.6875	412.25	81.17235
HABP2_113577087	1	1006	111.020878790803	434.364583333333	425	97.48095
HABP2_113577965	1	1122	119.146495124833	480.96875	466.75	117.8667
HABP2_113578537	2	1252	151.340177384527	629.958333333333	635	151.2252
HABP2_113580523	1	929	106.835593187061	406.666666666667	397.5	97.48095
HABP2_113581785	1	1228	141.239418969156	602.21875	606.5	135.6579
HABP2_113583125	2	1175	124.007928424181	533.458333333333	550.75	106.0059
HABP2_113584095	0	1178	126.200869504344	494.072916666667	491.25	111.195
HABP2_113585703	0	1345	145.274642079083	584.708333333333	585.25	156.04365
HABP2_113588115	1	1185	159.877950665633	645.15625	644	153.07845
HAVCR1_157052193	4	925	108.223627792588	421.114583333333	421	107.4885
HAX1_154272434	0	1105	176.05106567716	622.21875	640.75	177.54135
HAX1_154273245	0	1182	165.364296692386	619.520833333333	632.5	168.64575
HAX1_154273713	2	1104	128.804140651363	499.1875	498.25	124.16775
HAX1_154274855	0	1125	106.487868902539	444.8125	461.25	114.53085
HBA1_176426	0	2013	140.340012249253	582.072916666667	599.75	111.56565
HBA2_172622	0	1560	135.823303403136	519.84375	555.75	130.83945
HBB_5225288	0	1322	143.623356177595	616.291666666667	616	140.47635
HBB_5226486	0	1221	137.853258334119	594.020833333333	607.5	132.32205
HBG1_5248068	4	1217	160.948545806301	695.708333333333	686.25	138.99375
HBG1_5249297	0	1232	162.811779463019	577.875	572.5	158.6382
HBG2_5252987	1	1311	149.430846929891	676.666666666667	689.25	108.60045
HBG2_5254221	8	2882	201.750420741825	869.458333333333	868.5	183.1011
HFE_26092793	1	888	96.6957687683129	373.697916666667	361.75	75.6126
HMGCR_75337010	1	755	105.437664351169	389.375	411.25	94.51575
HMGCR_75342316	0	1500	131.699424312947	542.53125	546.25	124.90905
HMGCR_75343788	1	557	57.8029858473794	241.46875	242.75	50.03775
HMGCR_75344168	1	632	70.0283116188838	248.09375	241.75	73.3887
HMGCR_75345495	2	1161	123.274397247944	479.114583333333	490.75	111.195
HMGCR_75347136	2	1056	114.986758700376	427.697916666667	451	100.44615
HMGCR_75349974	3	1047	97.2787992462973	415.510416666667	435.75	94.1451
HMGCR_75350698	2	1125	128.778952108664	554.635416666667	566.5	118.608
HMGCR_75354412	1	966	127.659285497604	472.979166666667	482.75	124.5384
HMGCR_75354966	0	1185	122.008217790169	542.510416666667	550.5	120.46125
HMGCR_75356275	0	1028	118.087301200371	420.46875	433	104.5233
HMGCR_75358567	3	1082	140.788771853944	550.520833333333	563	126.7623
HMGCR_75359079	1	1193	132.819064189057	605.520833333333	616.5	122.68515
HMGCR_75359895	0	1420	133.87637034018	571.145833333333	586.25	127.13295
HNF1A_120988742	2	1228	182.793846490292	734.322916666667	736.5	181.98915
HNF1A_120993429	1	801	120.433435235798	463.395833333333	474	140.847
HNF1A_120994073	2	1263	136.856002762105	552.34375	565	118.608
HNF1A_120996171	4	1085	124.990754533972	519.197916666667	513	123.0558
HNF1A_120997383	3	850	104.682595550408	427.21875	442.75	97.48095
HNF1A_120999178	2	1445	161.463398570742	635.333333333333	646	161.6034
HNF1A_121000974	1	1310	166.4379942793	662.145833333333	683.5	169.7577
HNF1A-AS1_120978478	1	1245	143.891826427931	594.9375	597.25	132.32205
HNF1B_37687081	0	1186	153.620282014125	618.479166666667	625.25	152.7078
HNF1B_37699015	2	626	65.1435122951544	234.09375	230.75	65.60505
HNF1B_37700893	2	729	95.2915738276643	392.125	404	82.2843
HNF1B_37704863	0	762	85.5883521510735	315.96875	314.25	85.62015
HNF1B_37710412	0	809	118.636868002607	469.46875	495.5	122.3145
HNF1B_37731505	1	1059	127.977467819548	485.708333333333	488	127.87425
HNF1B_37733467	0	984	129.220281711788	512.708333333333	516.25	131.9514
HNF1B_37739350	2	925	135.193306244028	545.9375	558.25	118.97865
HNF1B_37744451	0	1405	147.168108015439	592.677083333333	613.25	118.97865
HNF4A_44401072	0	974	82.0639345979836	317.25	318.5	88.956
HNF4A_44405968	1	1246	133.690932804676	562.145833333333	571	130.83945
HNF4A_44407308	1	906	121.843085928798	416.416666666667	427.25	128.9862
HNF4A_44413626	2	835	85.491403906147	324.583333333333	325.5	83.39625
HNF4A_44414416	1	798	92.5140581372052	372.239583333333	379.25	88.58535
HNF4A_44418347	3	1428	160.580384357572	636.9375	648	144.18285
HNF4A_44419631	2	1079	117.469427420696	471.447916666667	477.5	114.1602
HNF4A_44423928	0	1116	138.15484297808	590.125	590.25	141.5883
HNF4A_44428245	1	1195	133.885082495087	534.052083333333	530	126.39165
HNF4A_44429433	1	999	124.822650340876	527.052083333333	543.25	111.9363
HOXA11_27182506	1	1075	153.824631601165	640.0625	658.75	131.58075
HOXA11_27184346	0	1116	146.544936588462	557.333333333333	590.5	120.46125
HPS1_98417274	2	1531	192.527512252901	828.614583333333	832.5	185.69565
HPS1_98418096	0	815	91.9682524768873	363.927083333333	359	83.0256
HPS1_98419980	3	968	103.870285629251	433.03125	437.5	110.08305
HPS1_98422278	5	1313	124.587659884787	511.760416666667	521	126.39165
HPS1_98423512	5	1145	137.257017738401	583.979166666667	581.75	136.76985
HPS1_98424222	3	995	116.365314956059	444.666666666667	446	130.83945
HPS1_98425450	2	1350	162.791040175818	705.635416666667	720.25	164.93925
HPS1_98427118	3	956	102.604862788797	428.447916666667	435.25	102.2994
HPS1_98429486	2	1095	84.6247007809747	354.854166666667	359	73.3887
HPS1_98430500	1	862	102.574726263759	412.75	420.75	97.48095
HPS1_98431040	3	1306	148.224042956806	630.989583333333	664.5	126.021
HPS1_98433916	3	812	95.6695186779886	391.197916666667	399.25	96.369
HPS1_98435182	1	979	110.047990317281	455.90625	456.75	108.9711
HPS1_98435582	0	1004	109.682750422517	454.364583333333	455.5	101.92875
HPS1_98443061	6	989	110.971359456757	430.46875	431.5	106.37655
HPS1_98445210	2	1144	141.186025099904	571.03125	557.5	141.95895
HPS1_98446716	2	1289	248.121043432735	642.71875	628.25	310.23405
HPS3_149129433	6	1318	178.027843666566	725.958333333333	776.75	133.434
HPS3_149139913	0	1020	120.83323260573	517.927083333333	522	108.9711
HPS3_149140927	3	1177	116.929964414662	473.604166666667	483	93.77445
HPS3_149145264	1	955	137.567043213649	547.927083333333	571.5	144.18285
HPS3_149150519	7	1169	124.119954830224	534.135416666667	541.75	126.021
HPS3_149153404	3	1310	152.790488577734	596.864583333333	625.75	126.39165
HPS3_149155040	5	928	88.5435316866574	338.145833333333	345.25	89.6973
HPS3_149157259	0	952	99.9446250714552	408.885416666667	414	81.543
HPS3_149158576	0	949	126.377640693977	457.895833333333	457.75	120.8319
HPS3_149159955	0	1347	164.554167448967	664.979166666667	699.25	125.65035
HPS3_149162058	2	1093	123.080812984083	481.666666666667	504	109.34175
HPS3_149162600	3	1014	137.551473279709	567.416666666667	587.75	111.9363
HPS3_149163774	3	1197	120.497211644853	408.333333333333	393	101.5581
HPS3_149166943	2	1256	158.922978788647	660.552083333333	678.25	128.9862
HPS3_149167817	2	832	91.6562703646789	327.354166666667	339	80.8017
HPS3_149170362	1	788	75.8129631767437	319.71875	323.75	68.57025
HPS3_149171934	0	1490	182.163373598677	730.125	769.25	122.68515
HPS3_149172340	0	693	67.902052391453	255.364583333333	257	48.55515
HPS4_26452942	0	1112	151.3813168151	628.989583333333	656.75	126.7623
HPS4_26457792	4	860	103.790789213359	414.5625	436.25	86.36145
HPS4_26458390	2	905	100.815363852205	438.416666666667	453.75	95.99835
HPS4_26463826	1	1380	194.365661049053	826.354166666667	829.5	200.151
HPS4_26465382	8	1488	167.45862428263	661.864583333333	669.75	158.26755
HPS4_26466124	3	964	107.381979995061	434.6875	445.75	81.91365
HPS4_26468467	1	896	100.288511111657	394.958333333333	398.25	87.84405
HPS4_26470646	4	1384	145.993636313271	618.666666666667	632.5	155.673
HPS4_26472240	3	1346	141.814095169177	568.083333333333	589.25	119.3493
HPS4_26472764	3	923	90.4618609881519	392.135416666667	406.5	88.58535
HPS4_26476903	2	1343	148.285188840996	607.135416666667	614.5	148.26
HPS4_26479190	0	919	105.086284625122	393.229166666667	404.5	103.0407
HPS4_26481631	2	1388	186.707765727089	750.947916666667	779.25	188.2902
HPS4_26483675	0	740	117.397721726145	332.15625	340	135.6579
HPS5_18279592	7	1081	123.285906667394	515.072916666667	549.5	105.2646
HPS5_18281860	2	914	114.733407845695	491.645833333333	505.75	104.15265
HPS5_18283727	3	811	83.1078189731152	344.625	348.25	66.717
HPS5_18285281	0	857	96.9149568706927	373.708333333333	387	98.96355
HPS5_18286530	3	1035	112.473105039692	439.302083333333	460.5	98.5929
HPS5_18287444	4	1346	148.070713037377	621.739583333333	646.75	133.80465
HPS5_18287832	1	1004	110.081304575397	441.75	460	124.16775
HPS5_18291351	0	1189	151.882860316689	653.78125	676.5	125.2797
HPS5_18292816	4	870	83.2679914482311	349.010416666667	350.25	71.53545
HPS5_18294930	0	1126	109.131958947196	458.802083333333	470.75	90.4386
HPS5_18295940	1	1037	97.1730738021759	419.739583333333	436.75	74.13
HPS5_18296708	1	1169	120.266189968204	478.78125	477.25	113.4189
HPS5_18297468	2	1010	104.765535248413	442.041666666667	451	88.58535
HPS5_18298702	1	1099	117.87192861683	496.46875	500.5	114.9015
HPS5_18300751	1	1257	130.197496854036	445.989583333333	477.25	147.88935
HPS5_18305337	4	1155	109.949613197937	449.447916666667	448	111.195
HPS5_18306045	2	1411	181.457979231971	701.291666666667	740.25	143.0709
HPS5_18308891	2	841	79.0777038404685	353.8125	370.5	71.1648
HPS5_18310650	3	1091	148.013607230997	583.3125	583.25	162.3447
HPS5_18311298	0	850	81.1797869017802	289.041666666667	290.75	69.31155
HPS5_18311848	0	986	112.016951525553	457.895833333333	475.25	98.22225
HPS5_18317651	0	1070	129.527715482109	546.083333333333	558.25	113.78955
